Style_Cluster,View_to_Cart,Cart_Conversion,Views_per_Session
0,0.01884992954287118,0.049468151765540674,11.275343560259543
1,0.6068571123944198,0.36350045164246936,2.715823401830172
2,0.061921100157989434,1.3174938235838927,4.541188646773135
3,0.009500128074902756,0.010103568556491853,2.3609613528556226
